t(s),l,r
0.07545781135559082,0.0211,0.0211
0.0764622688293457,0.0211,0.0211
0.07746577262878418,0.0211,0.0211
0.07846975326538086,0.0211,0.0211
0.07947325706481934,0.0211,0.0211
0.08047795295715332,0.0211,0.0211
0.08148813247680664,0.0211,0.0211
0.08249688148498535,0.0211,0.0211
0.08350491523742676,0.0211,0.0211
0.08469080924987793,-0.0596,0.0891
0.10075712203979492,-0.2647,0.2685
0.11665058135986328,-0.2647,0.2685
0.13259124755859375,-0.5769,0.5423
0.14857053756713867,-0.5769,0.5423
0.16454219818115234,-0.9525,0.8884
0.18052077293395996,-0.9525,0.8884
0.19647550582885742,-1.3839,1.2858
0.2124781608581543,-1.3839,1.2858
0.22840309143066406,-1.7647,1.6532
0.24437594413757324,-1.7647,1.6532
0.2603487968444824,-2.0506,1.9352
0.2763817310333252,-2.0506,1.9352
0.2922847270965576,-2.2519,2.1448
0.30826473236083984,-2.2519,2.1448
0.3242464065551758,-2.4057,2.2987
0.34033870697021484,-2.5211,2.4096
0.356184720993042,-2.5211,2.4096
0.37215137481689453,-2.6108,2.491
0.38812851905822754,-2.6108,2.491
0.40409040451049805,-2.6833,2.5506
0.42008042335510254,-2.6833,2.5506
0.4360678195953369,-2.7391,2.5891
0.4520282745361328,-2.7391,2.5891
0.46797966957092285,-2.7814,2.6192
0.4839503765106201,-2.7814,2.6192
0.4999265670776367,-2.816,2.6448
0.515953779220581,-2.816,2.6448
0.5318827629089355,-2.8416,2.6621
0.5478715896606445,-2.8416,2.6621
0.5638408660888672,-2.8544,2.675
0.5799198150634766,-2.8628,2.6916
0.5957629680633545,-2.8628,2.6916
0.6117327213287354,-2.8628,2.7044
0.6277258396148682,-2.8628,2.7044
0.6436967849731445,-2.8538,2.7134
0.6596746444702148,-2.8538,2.7134
0.6756429672241211,-2.85,2.7262
0.6916179656982422,-2.85,2.7262
0.7076084613800049,-2.8583,2.7346
0.7235875129699707,-2.8583,2.7346
0.7407464981079102,-2.8628,2.7384
0.7568483352661133,-2.8628,2.7384
0.7726609706878662,-2.8756,2.7384
0.7886319160461426,-2.8756,2.7384
0.804588794708252,-2.8839,2.7346
0.8206913471221924,-2.8929,2.7256
0.8366055488586426,-2.8929,2.7256
0.852501630783081,-2.8929,2.7256
0.8684806823730469,-2.8929,2.7256
0.8844380378723145,-2.8929,2.7256
0.9004161357879639,-2.8929,2.7256
0.9164307117462158,-2.8839,2.7256
0.9325084686279297,-2.8839,2.7256
0.9484007358551025,-2.8801,2.7384
0.9643361568450928,-2.8801,2.7384
0.9802987575531006,-2.8801,2.7429
0.9963057041168213,-2.8801,2.7429
1.0122816562652588,-2.8711,2.7512
1.0282318592071533,-2.8711,2.7512
1.044238567352295,-2.8711,2.7557
1.0604979991912842,-2.8801,2.7602
1.076611042022705,-2.8801,2.7602
1.0922071933746338,-2.8929,2.7474
1.1081116199493408,-2.8929,2.7474
1.124053716659546,-2.9012,2.7429
1.1401076316833496,-2.9012,2.7429
1.1557891368865967,-2.9141,2.7346
1.1716868877410889,-2.9141,2.7346
1.1876695156097412,-2.9141,2.7262
1.2036218643188477,-2.9141,2.7262
1.2195930480957031,-2.9179,2.7217
1.2356138229370117,-2.9179,2.7217
1.2518422603607178,-2.9141,2.7217
1.2679238319396973,-2.9141,2.7217
1.2837543487548828,-2.9096,2.7301
1.299879550933838,-2.9012,2.7301
1.3157880306243896,-2.9012,2.7301
1.3316903114318848,-2.8967,2.7391
1.347712755203247,-2.8967,2.7391
1.3636424541473389,-2.8839,2.7474
1.379612922668457,-2.8839,2.7474
1.3956139087677002,-2.8839,2.7557
1.4116270542144775,-2.8839,2.7557
1.42753005027771,-2.8801,2.7602
1.4435100555419922,-2.8801,2.7602
1.4595167636871338,-2.8884,2.7602
1.4754550457000732,-2.8884,2.7602
1.4914186000823975,-2.8967,2.7647
1.5073978900909424,-2.8967,2.7647
1.5233714580535889,-2.9057,2.7602
1.539442777633667,-2.9096,2.7557
1.5553383827209473,-2.9096,2.7557
1.571284532546997,-2.9179,2.7474
1.5872538089752197,-2.9179,2.7474
1.6032791137695312,-2.9141,2.7474
1.6192965507507324,-2.9141,2.7474
1.6352593898773193,-2.9141,2.7429
1.651193380355835,-2.9141,2.7429
1.667196273803711,-2.9096,2.7384
1.6831436157226562,-2.9096,2.7384
1.6991350650787354,-2.9012,2.7429
1.7151851654052734,-2.9012,2.7429
1.731086015701294,-2.8884,2.7519
1.7470548152923584,-2.8884,2.7519
1.7630343437194824,-2.8839,2.7557
1.7791392803192139,-2.8801,2.7519
1.7950096130371094,-2.8801,2.7519
1.8109571933746338,-2.8839,2.7557
1.82694673538208,-2.8839,2.7557
1.8429515361785889,-2.8884,2.7557
1.8588879108428955,-2.8884,2.7557
1.8749117851257324,-2.8929,2.7474
1.8908603191375732,-2.8929,2.7474
1.9068341255187988,-2.9012,2.7429
1.9228298664093018,-2.9012,2.7429
1.9388418197631836,-2.9096,2.7391
1.9547929763793945,-2.9096,2.7391
1.9707300662994385,-2.9012,2.7346
1.9867491722106934,-2.9012,2.7346
2.0026931762695312,-2.9012,2.7346
2.018779993057251,-2.8923,2.7391
2.0347042083740234,-2.8923,2.7391
2.050614356994629,-2.8839,2.7429
2.0666303634643555,-2.8839,2.7429
2.082585334777832,-2.8801,2.7519
2.098550319671631,-2.8801,2.7519
2.1145198345184326,-2.8839,2.7564
2.130483388900757,-2.8839,2.7564
2.146507978439331,-2.8884,2.7564
2.162428617477417,-2.8884,2.7564
2.178385019302368,-2.9057,2.7564
2.1943600177764893,-2.9057,2.7564
2.2105820178985596,-2.9096,2.7564
2.226369857788086,-2.9096,2.7564
2.2423012256622314,-2.9096,2.7474
2.2583847045898438,-2.9179,2.7429
2.2742884159088135,-2.9179,2.7429
2.290212631225586,-2.9141,2.7346
2.306203603744507,-2.9141,2.7346
2.3221452236175537,-2.9057,2.7346
2.338102340698242,-2.9057,2.7346
2.3540661334991455,-2.8967,2.7346
2.370043992996216,-2.8967,2.7346
2.386147975921631,-2.8884,2.7429
2.4019691944122314,-2.8884,2.7429
2.417978048324585,-2.8756,2.7474
2.4339404106140137,-2.8756,2.7474
2.449885368347168,-2.8756,2.7564
2.4658777713775635,-2.8756,2.7564
2.4818062782287598,-2.8794,2.7564
2.4978954792022705,-2.8884,2.7564
2.513768434524536,-2.8884,2.7564
2.529731273651123,-2.9012,2.7602
2.5457470417022705,-2.9012,2.7602
2.5616605281829834,-2.9096,2.7647
2.5776264667510986,-2.9096,2.7647
2.5936100482940674,-2.9141,2.7647
2.6095688343048096,-2.9141,2.7647
2.625567674636841,-2.9224,2.7602
2.6414918899536133,-2.9224,2.7602
2.6574771404266357,-2.9224,2.7557
2.6734416484832764,-2.9224,2.7557
2.689405918121338,-2.9185,2.7474
2.7054121494293213,-2.9185,2.7474
2.7213315963745117,-2.9057,2.7474
2.7374067306518555,-2.8929,2.7429
2.7532753944396973,-2.8929,2.7429
2.7692463397979736,-2.8801,2.7429
2.785255193710327,-2.8801,2.7429
2.801177740097046,-2.8756,2.7429
2.8171513080596924,-2.8756,2.7429
2.8331406116485596,-2.8756,2.7429
2.849092960357666,-2.8756,2.7429
2.865082025527954,-2.8839,2.7346
2.8810198307037354,-2.8839,2.7346
2.89699387550354,-2.8884,2.7384
2.9130964279174805,-2.8884,2.7384
2.928950309753418,-2.8967,2.7474
2.9449312686920166,-2.8967,2.7474
2.9608776569366455,-2.9057,2.7474
2.97693133354187,-2.9096,2.7474
2.9927823543548584,-2.9096,2.7474
3.008746385574341,-2.9179,2.7474
3.0247323513031006,-2.9179,2.7474
3.0406599044799805,-2.9141,2.7429
3.056662082672119,-2.9141,2.7429
3.0726101398468018,-2.9051,2.7384
3.088538885116577,-2.9051,2.7384
3.104557752609253,-2.8967,2.7384
3.1205523014068604,-2.8967,2.7384
3.136493682861328,-2.8929,2.7384
3.15240478515625,-2.8929,2.7384
3.1683731079101562,-2.8884,2.7429
3.184356451034546,-2.8884,2.7429
3.2003273963928223,-2.8929,2.7429
3.2164180278778076,-2.8929,2.7384
3.2322070598602295,-2.8929,2.7384
3.2482333183288574,-2.8929,2.7474
3.2641384601593018,-2.8929,2.7474
3.2801711559295654,-2.8967,2.7557
3.296090602874756,-2.8967,2.7557
3.312046527862549,-2.9012,2.7602
3.3280227184295654,-2.9012,2.7602
3.343967914581299,-2.9057,2.7647
3.3599109649658203,-2.9057,2.7647
3.3759334087371826,-2.9096,2.7647
3.391899585723877,-2.9096,2.7647
3.407829761505127,-2.9096,2.7519
3.4238333702087402,-2.9096,2.7519
3.4397337436676025,-2.8967,2.7429
3.4558491706848145,-2.8884,2.7301
3.471672534942627,-2.8884,2.7301
3.4876363277435303,-2.8801,2.7217
3.5036678314208984,-2.8801,2.7217
3.5195515155792236,-2.8801,2.7217
3.5355515480041504,-2.8801,2.7217
3.551482915878296,-2.8801,2.7301
3.567444324493408,-2.8801,2.7301
3.583408832550049,-2.8839,2.7391
3.5993878841400146,-2.8839,2.7391
3.615438938140869,-2.8884,2.7474
3.631340980529785,-2.8884,2.7474
3.6473095417022705,-2.9012,2.7602
3.663292407989502,-2.9012,2.7602
3.679299831390381,-2.9057,2.7647
3.6953864097595215,-2.9141,2.7647
3.711221218109131,-2.9141,2.7647
3.727177143096924,-2.9141,2.7557
3.743150472640991,-2.9141,2.7557
3.7592523097991943,-2.9096,2.7519
3.7753257751464844,-2.9096,2.7519
3.791475296020508,-2.9057,2.7474
3.8071866035461426,-2.9057,2.7474
3.8227131366729736,-2.9012,2.7429
3.8386056423187256,-2.9012,2.7429
3.8545784950256348,-2.8967,2.7384
3.870539903640747,-2.8967,2.7384
