t(s),l,r
3.2333266735076904,2.982,-2.8884
3.2493388652801514,2.9737,-2.8801
3.265180826187134,2.9737,-2.8801
3.281135082244873,2.9698,-2.8801
3.2971017360687256,2.9698,-2.8801
3.313072919845581,2.9653,-2.8756
3.3289880752563477,2.9653,-2.8756
3.3449385166168213,2.9653,-2.8801
3.3608949184417725,2.9653,-2.8801
3.376925230026245,2.9737,-2.8801
3.392852544784546,2.9737,-2.8801
3.4087963104248047,2.9737,-2.8884
3.424745559692383,2.9737,-2.8884
3.4406778812408447,2.9737,-2.8839
3.4566853046417236,2.9737,-2.8839
3.4726436138153076,2.9737,-2.8884
3.488687515258789,2.9698,-2.8884
3.5045721530914307,2.9698,-2.8884
3.5205161571502686,2.9653,-2.8884
3.5364699363708496,2.9653,-2.8884
3.5524544715881348,2.9653,-2.8801
3.5683751106262207,2.9653,-2.8801
3.5843276977539062,2.9608,-2.8801
3.600294828414917,2.9608,-2.8801
3.616248369216919,2.9608,-2.8801
3.632214307785034,2.9608,-2.8801
3.6481494903564453,2.9608,-2.8801
3.6641077995300293,2.9608,-2.8801
3.680060863494873,2.9608,-2.8801
3.6960246562957764,2.9608,-2.8801
3.7120041847229004,2.9653,-2.8884
3.728015661239624,2.9653,-2.8884
3.7438788414001465,2.9653,-2.8884
3.759887933731079,2.9608,-2.8884
3.7757914066314697,2.9608,-2.8884
3.7917885780334473,2.9608,-2.8884
3.8077521324157715,2.9608,-2.8884
3.8236658573150635,2.957,-2.8884
3.8396353721618652,2.957,-2.8884
3.8556041717529297,2.9525,-2.8846
3.871612071990967,2.9525,-2.8846
3.887514352798462,2.9525,-2.8846
3.9035418033599854,2.9525,-2.8846
3.919442653656006,2.957,-2.8846
3.9354255199432373,2.957,-2.8846
3.9513604640960693,2.957,-2.8846
3.9674267768859863,2.9653,-2.8846
3.9833810329437256,2.9653,-2.8846
3.999255657196045,2.9737,-2.8801
4.015209913253784,2.9737,-2.8801
4.031153440475464,2.982,-2.8839
4.04709792137146,2.982,-2.8839
4.063100099563599,2.982,-2.8884
4.0790488719940186,2.982,-2.8884
4.095021486282349,2.982,-2.8929
4.1109778881073,2.982,-2.8929
4.126927375793457,2.9782,-2.8929
4.142974615097046,2.9782,-2.8929
4.158831357955933,2.9737,-2.8967
4.174815654754639,2.9737,-2.8967
4.190779447555542,2.9698,-2.8929
4.206839561462402,2.9698,-2.8839
4.222716569900513,2.9698,-2.8839
4.238667249679565,2.9653,-2.8801
4.254621505737305,2.9653,-2.8801
4.270581960678101,2.9653,-2.8756
4.2866997718811035,2.9653,-2.8756
4.302619934082031,2.9608,-2.8756
4.318498373031616,2.9608,-2.8756
4.334434509277344,2.957,-2.8711
4.35038948059082,2.957,-2.8711
4.366377115249634,2.9608,-2.8756
4.382460117340088,2.9608,-2.8756
4.398289680480957,2.9653,-2.8801
4.414234399795532,2.9653,-2.8801
4.43020486831665,2.957,-2.8839
4.446302175521851,2.957,-2.8884
4.462188959121704,2.957,-2.8884
4.47812819480896,2.9608,-2.8929
4.494065046310425,2.9608,-2.8929
4.510053634643555,2.957,-2.8929
4.526001214981079,2.957,-2.8929
4.542047023773193,2.957,-2.8884
4.557947158813477,2.957,-2.8884
4.573923826217651,2.9608,-2.8839
4.58989405632019,2.9608,-2.8839
4.605923175811768,2.9525,-2.8801
4.62189507484436,2.9525,-2.8801
4.637822866439819,2.9525,-2.8756
4.653781414031982,2.9525,-2.8756
4.669756174087524,2.9525,-2.8711
4.685853719711304,2.9525,-2.8666
4.701748371124268,2.9525,-2.8666
4.71767783164978,2.957,-2.8666
4.7336366176605225,2.957,-2.8666
4.749628782272339,2.9608,-2.8711
4.765605688095093,2.9608,-2.8711
4.781598329544067,2.957,-2.8756
4.797526121139526,2.957,-2.8756
4.813494443893433,2.957,-2.8756
4.829448223114014,2.957,-2.8756
4.845412254333496,2.957,-2.8801
4.861361265182495,2.957,-2.8801
4.8773345947265625,2.9525,-2.8756
4.893321514129639,2.9525,-2.8756
4.909255504608154,2.9608,-2.8628
4.925314426422119,2.957,-2.8583
4.941163063049316,2.957,-2.8583
4.957165718078613,2.948,-2.8583
4.973138809204102,2.948,-2.8583
4.989093065261841,2.948,-2.8538
5.005022048950195,2.948,-2.8538
5.0210044384002686,2.9435,-2.8583
5.037004709243774,2.9435,-2.8583
5.0529656410217285,2.9435,-2.8628
5.068893194198608,2.9435,-2.8628
5.08486533164978,2.948,-2.8666
5.100834608078003,2.948,-2.8666
5.116790771484375,2.9442,-2.8666
5.132786273956299,2.9442,-2.8666
5.148759603500366,2.9397,-2.8666
5.164804220199585,2.948,-2.8666
5.1806724071502686,2.948,-2.8666
5.196642875671387,2.948,-2.8666
5.21259069442749,2.948,-2.8666
5.228529930114746,2.948,-2.8583
5.2444987297058105,2.948,-2.8583
5.260478734970093,2.957,-2.8628
5.276407957077026,2.957,-2.8628
5.292378664016724,2.957,-2.8673
5.3083226680755615,2.957,-2.8673
5.324251651763916,2.957,-2.8673
5.340214014053345,2.957,-2.8673
5.356165647506714,2.957,-2.8711
5.372229099273682,2.957,-2.8711
5.3881542682647705,2.957,-2.8711
5.4041759967803955,2.9608,-2.8673
5.4200122356414795,2.9608,-2.8673
5.435960531234741,2.9608,-2.8711
5.451955795288086,2.9608,-2.8711
5.467884302139282,2.957,-2.8756
5.483869791030884,2.957,-2.8756
5.499805927276611,2.957,-2.8711
