t(s),l,r
0.8291323184967041,-2.9608,2.8628
0.8451013565063477,-2.9653,2.8711
0.8610489368438721,-2.9653,2.8711
0.8770184516906738,-2.9653,2.8756
0.8930044174194336,-2.9653,2.8756
0.9089953899383545,-2.9653,2.8801
0.9250888824462891,-2.9653,2.8801
0.9409832954406738,-2.9737,2.8839
0.9569077491760254,-2.9737,2.8839
0.9728555679321289,-2.9698,2.8839
0.9890079498291016,-2.9737,2.8839
1.0048160552978516,-2.9737,2.8839
1.020789623260498,-2.9737,2.8839
1.0367810726165771,-2.9737,2.8839
1.0527989864349365,-2.9782,2.8756
1.069045066833496,-2.9782,2.8756
1.0851831436157227,-2.9826,2.8711
1.1008491516113281,-2.9826,2.8711
1.116748571395874,-2.9865,2.8711
1.1327917575836182,-2.9865,2.8711
1.1486785411834717,-2.9865,2.8711
1.1643116474151611,-2.9865,2.8711
1.1802828311920166,-2.9955,2.8666
1.1962413787841797,-2.9955,2.8666
1.21224045753479,-2.9993,2.8711
1.2283480167388916,-2.991,2.8801
1.2441449165344238,-2.991,2.8801
1.2603394985198975,-2.991,2.8884
1.2763679027557373,-2.991,2.8884
1.29237699508667,-2.9865,2.8884
1.3083505630493164,-2.9865,2.8884
1.3242738246917725,-2.982,2.8884
1.340263843536377,-2.982,2.8884
1.3562607765197754,-2.9865,2.8884
1.3721811771392822,-2.9865,2.8884
1.3882031440734863,-2.9865,2.8801
1.4041130542755127,-2.9865,2.8801
1.420083999633789,-2.991,2.8756
1.4360499382019043,-2.991,2.8756
1.4520313739776611,-2.9993,2.8756
1.4681782722473145,-2.9993,2.8839
1.4839575290679932,-2.9993,2.8839
1.4999313354492188,-2.9955,2.8884
1.515913486480713,-2.9955,2.8884
1.5318617820739746,-2.9993,2.8929
1.5478980541229248,-2.9993,2.8929
1.5637848377227783,-2.9948,2.8967
1.5797882080078125,-2.9948,2.8967
1.5957331657409668,-2.9948,2.8967
1.6117022037506104,-2.9948,2.8967
1.6280596256256104,-2.9948,2.8929
1.6439311504364014,-2.9948,2.8929
1.6597857475280762,-2.9993,2.8884
1.6756677627563477,-2.9993,2.8884
1.6909949779510498,-3.0038,2.8839
1.7072269916534424,-2.9993,2.8756
1.7232093811035156,-2.9993,2.8756
1.7391180992126465,-2.9993,2.8711
1.754915714263916,-2.9993,2.8711
1.7707123756408691,-2.9993,2.8711
1.7868101596832275,-2.9993,2.8711
1.803013563156128,-2.9955,2.8756
1.819035291671753,-2.9955,2.8756
1.8349828720092773,-2.991,2.8839
1.8509583473205566,-2.991,2.8839
1.8669345378875732,-2.9948,2.8967
1.8829071521759033,-2.9948,2.8967
1.8991029262542725,-2.9865,2.9057
1.915168285369873,-2.9865,2.9057
1.9312129020690918,-2.9865,2.9185
1.9472205638885498,-2.9865,2.9185
1.9630770683288574,-2.9865,2.9185
1.9791109561920166,-2.991,2.9185
1.9950368404388428,-2.991,2.9185
2.0110373497009277,-2.9993,2.9141
2.0269806385040283,-2.9993,2.9141
2.042973041534424,-3.0083,2.9096
2.058983087539673,-3.0083,2.9096
2.0749077796936035,-3.0121,2.8967
2.0911364555358887,-3.0121,2.8967
2.106905698776245,-3.0211,2.8884
2.1229307651519775,-3.0211,2.8884
2.138888359069824,-3.0211,2.8839
2.154831647872925,-3.0211,2.8839
2.1709232330322266,-3.0211,2.8839
2.186903238296509,-3.025,2.8884
2.2027597427368164,-3.025,2.8884
2.218834400177002,-3.0211,2.8884
2.2347638607025146,-3.0211,2.8884
2.250696897506714,-3.0166,2.9012
2.2666542530059814,-3.0166,2.9012
2.282625675201416,-3.0121,2.9012
2.29864764213562,-3.0121,2.9012
2.3145954608917236,-2.9993,2.9057
2.3305931091308594,-2.9993,2.9057
2.3465754985809326,-2.991,2.9057
2.3624987602233887,-2.991,2.9057
2.3785300254821777,-2.991,2.9096
2.3944647312164307,-2.991,2.9096
2.4104254245758057,-2.9865,2.9057
2.4265518188476562,-2.991,2.9057
2.442375898361206,-2.991,2.9057
2.458376407623291,-2.9993,2.8967
2.4743123054504395,-2.9993,2.8967
2.4902849197387695,-3.0083,2.8929
2.5062549114227295,-3.0083,2.8929
2.522244691848755,-3.0121,2.8967
2.5382983684539795,-3.0121,2.8967
2.554197072982788,-3.0166,2.8967
2.570206642150879,-3.0166,2.8967
2.5861566066741943,-3.0166,2.9012
2.602132558822632,-3.0166,2.9012
2.618152618408203,-3.0211,2.9057
2.634119987487793,-3.0211,2.9057
2.650106906890869,-3.0121,2.9141
2.6661489009857178,-3.0121,2.9057
2.682033061981201,-3.0121,2.9057
2.6980435848236084,-3.0121,2.9012
2.7140181064605713,-3.0121,2.9012
2.7299306392669678,-3.0083,2.8967
2.747624635696411,-3.0083,2.8967
2.762284994125366,-2.9993,2.8884
2.7785961627960205,-2.9993,2.8884
2.7939844131469727,-3.0038,2.8756
2.809797763824463,-3.0038,2.8756
2.8257532119750977,-2.9955,2.8756
2.841841459274292,-2.9955,2.8756
2.857452392578125,-2.9955,2.8756
2.8734004497528076,-2.9955,2.8756
2.8893916606903076,-2.9955,2.8801
2.9054527282714844,-2.991,2.8884
2.9213449954986572,-2.991,2.8884
2.937318801879883,-2.991,2.8967
2.9535632133483887,-2.991,2.8967
2.9695396423339844,-2.9955,2.9012
2.985507011413574,-2.9955,2.9012
3.0014712810516357,-2.991,2.9057
3.0174953937530518,-2.991,2.9057
3.0334227085113525,-2.991,2.9012
3.0494062900543213,-2.991,2.9012
3.0653412342071533,-2.9948,2.8967
3.081331968307495,-2.9948,2.8967
3.0974411964416504,-2.9993,2.8929
3.1132752895355225,-2.9993,2.8929
3.1292724609375,-2.9993,2.8839
3.1453139781951904,-2.9993,2.8801
3.161193370819092,-2.9993,2.8801
3.177215814590454,-3.0038,2.8801
3.1931443214416504,-3.0038,2.8801
3.209132194519043,-2.9993,2.8839
3.225051164627075,-2.9993,2.8839
3.241013288497925,-2.991,2.8884
3.2569892406463623,-2.991,2.8884
3.272977352142334,-2.9955,2.8967
3.2889788150787354,-2.9955,2.8967
3.3049156665802,-2.9955,2.8967
3.3208909034729004,-2.9955,2.8967
3.3368680477142334,-2.9955,2.9012
3.3528385162353516,-2.9955,2.9012
3.3688504695892334,-2.9993,2.9012
3.3848681449890137,-2.9993,2.8967
3.400763511657715,-2.9993,2.8967
3.4166975021362305,-2.9993,2.8967
3.4326703548431396,-2.9993,2.8967
3.4488937854766846,-3.0038,2.8967
3.4650509357452393,-3.0038,2.8967
3.4805874824523926,-3.0038,2.8929
3.496422052383423,-3.0038,2.8929
3.5124459266662598,-3.0121,2.8929
3.528421640396118,-3.0121,2.8929
3.544325828552246,-3.0083,2.8967
3.5602946281433105,-3.0083,2.8967
3.5753560066223145,-3.0038,2.9012
3.5913360118865967,-3.0038,2.9012
3.6072940826416016,-3.0083,2.9057
3.6235556602478027,-3.0038,2.9096
3.6392343044281006,-3.0038,2.9096
3.6551880836486816,-2.9993,2.9096
3.6711690425872803,-2.9993,2.9096
3.6870319843292236,-3.0083,2.9096
3.703000545501709,-3.0083,2.9096
3.718954563140869,-3.0121,2.9012
3.7349143028259277,-3.0121,2.9012
3.7508530616760254,-3.0083,2.9012
3.7668168544769287,-3.0083,2.9012
3.782799482345581,-3.0128,2.8967
3.7987632751464844,-3.0128,2.8967
3.814728021621704,-3.0166,2.8929
3.8306803703308105,-3.0166,2.8929
3.846677541732788,-3.0166,2.8884
3.8627395629882812,-3.0121,2.8929
3.8785781860351562,-3.0121,2.8929
3.894543409347534,-3.0083,2.8929
3.9105005264282227,-3.0083,2.8929
3.926539897918701,-3.0083,2.8967
3.942460536956787,-3.0083,2.8967
3.958422899246216,-3.0083,2.9012
3.974477529525757,-3.0083,2.9012
3.9903814792633057,-3.0121,2.9057
4.0063316822052,-3.0121,2.9057
4.022312641143799,-3.0166,2.9057
4.038279056549072,-3.0166,2.9057
4.054241180419922,-3.0166,2.9012
4.070227146148682,-3.0166,2.9012
4.086257219314575,-3.0211,2.9012
4.102282285690308,-3.0166,2.9012
4.118128061294556,-3.0166,2.9012
4.134117126464844,-3.0083,2.9012
4.1500632762908936,-3.0083,2.9012
4.166031837463379,-3.0121,2.8967
4.182011604309082,-3.0121,2.8967
4.1980366706848145,-3.0166,2.9012
4.213983058929443,-3.0166,2.9012
4.229924917221069,-3.0083,2.9057
4.245893955230713,-3.0083,2.9057
4.261886119842529,-3.0083,2.9096
4.2779364585876465,-3.0083,2.9096
4.294981241226196,-3.0121,2.9096
4.310947895050049,-3.0121,2.9096
4.327000141143799,-3.0121,2.9141
4.342991828918457,-3.0083,2.9141
4.358868360519409,-3.0083,2.9141
4.374799013137817,-3.0083,2.9096
4.39078426361084,-3.0083,2.9096
4.406733512878418,-3.0083,2.9057
4.422693967819214,-3.0083,2.9057
4.438687801361084,-3.0083,2.9012
4.454639673233032,-3.0083,2.9012
4.470598936080933,-2.9993,2.8967
4.4865639209747314,-2.9993,2.8967
4.502563953399658,-3.0083,2.8929
4.518606662750244,-3.0083,2.8929
4.534475326538086,-3.0121,2.8884
4.550420045852661,-3.0121,2.8884
4.566389560699463,-3.0083,2.8884
4.582458972930908,-3.0083,2.8929
4.598423719406128,-3.0083,2.8929
4.6143341064453125,-3.0121,2.8967
4.630258321762085,-3.0121,2.8967
4.64620566368103,-3.0121,2.9012
4.6621644496917725,-3.0121,2.9012
4.678203105926514,-3.0121,2.9057
4.694062948226929,-3.0121,2.9057
4.7100207805633545,-3.0121,2.9096
4.726039409637451,-3.0121,2.9096
4.741939544677734,-3.0121,2.9096
4.757920265197754,-3.0121,2.9096
4.773828744888306,-3.0121,2.9057
4.7898030281066895,-3.0121,2.9057
4.805758953094482,-3.0083,2.9057
4.821857213973999,-3.0166,2.9057
4.8377039432525635,-3.0166,2.9057
4.853652238845825,-3.025,2.9012
4.8696088790893555,-3.025,2.9012
4.885586500167847,-3.025,2.9057
4.90150785446167,-3.025,2.9057
4.917510747909546,-3.0294,2.9141
4.933423280715942,-3.0294,2.9141
4.949404716491699,-3.0294,2.9179
4.965370178222656,-3.0294,2.9179
4.981295108795166,-3.0211,2.9179
4.997291564941406,-3.0211,2.9179
5.013205289840698,-3.0166,2.9224
5.029200553894043,-3.0166,2.9224
5.045134782791138,-3.0121,2.9224
5.061205625534058,-3.0121,2.9179
