t(s),a,v,l,r
0.0036957263946533203,0.0,0.0,0.0,0.0
0.007447957992553711,0.0,0.0,0.0,0.0
0.011092185974121094,0.0,0.0,0.0,0.0
0.01473689079284668,0.0,0.0,0.0,0.0
0.01838994026184082,0.0,0.0,0.0,0.0
0.02201223373413086,0.0,0.0,0.0,0.0
0.025644540786743164,0.0,0.0,0.0,0.0
0.029294967651367188,0.0,0.0,0.0,0.0
0.03293466567993164,0.0,0.0,0.0,0.0
0.03655886650085449,0.0,0.0,0.0,0.0
0.040209054946899414,0.0,0.0,0.0,0.0
0.0438389778137207,0.0,0.0,0.0,0.0
0.04708361625671387,0.0,0.0,0.0,0.0
0.04925370216369629,0.0,0.0,0.0,0.0
0.051428794860839844,0.0,0.0,0.0,0.0
0.05360245704650879,0.0,0.0,0.0,0.0
0.0557711124420166,0.0,0.0,0.0,0.0
0.05803966522216797,0.0,0.0,0.0,0.0
0.06020522117614746,0.0,0.0,0.0,0.0
0.062375545501708984,0.0,0.0,0.0,0.0
0.06454753875732422,0.0,0.0,0.0,0.0
0.06671524047851562,0.0,0.0,0.0,0.0
0.0689077377319336,0.0,0.0,0.0,0.0
0.07107806205749512,0.0,0.0,0.0,0.0
0.07324862480163574,0.0,0.0,0.0,0.0
0.07542037963867188,0.0,0.0,0.0,0.0
0.07760858535766602,0.0,0.0,0.0,0.0
0.07978153228759766,0.0,0.0,0.0,0.0
0.08195090293884277,0.0,0.0,0.0,0.0
0.08438563346862793,0.0,0.0,0.0,0.0
0.08660602569580078,0.0,0.0,0.0,0.0
0.08881044387817383,0.0,0.0,0.0,0.0
0.09097838401794434,0.0,0.0,0.0,0.0
0.09314274787902832,0.0,0.0,0.0,0.0
0.09531188011169434,0.0,0.0,0.0,0.0
0.09750485420227051,0.0,0.0,0.0,0.0
0.09967470169067383,0.0,0.0,0.0,0.0
0.10184574127197266,0.0,0.0,0.0,0.0
0.10401296615600586,0.0,0.0,0.0,0.0
0.10618233680725098,0.0,0.0,0.0,0.0
0.10837650299072266,0.0,0.0,0.0,0.0
0.11054468154907227,0.0,0.0,0.0,0.0
0.11271214485168457,0.0,0.0,0.0,0.0
0.1148834228515625,0.0,0.0,0.0,0.0
0.11707258224487305,0.0,0.0,0.0,0.0
0.11924004554748535,0.0,0.0,0.0,0.0
0.12140941619873047,0.0,0.0,0.0,0.0
0.12357759475708008,0.0,0.0,0.0,0.0
0.1257462501525879,0.0,0.0,0.0,0.0
0.1279299259185791,0.0,0.0,0.0,0.0
0.1300966739654541,0.0,0.0,0.0,0.0
0.1322641372680664,0.0,0.0,0.0,0.0
0.1344301700592041,0.0,0.0,0.0,0.0
0.13659453392028809,0.0,0.0,0.0,0.0
0.13878202438354492,0.0,0.0,0.0,0.0
0.14095139503479004,0.0,0.0,0.0,0.0
0.14311718940734863,0.0,0.0,0.0,0.0
0.14528465270996094,0.0,0.0,0.0,0.0
0.14759230613708496,0.0,0.0,0.0,0.0
0.14940476417541504,0.0,0.0,0.0,0.0
0.15084409713745117,0.0,0.0,0.0,0.0
0.15227866172790527,0.0,0.0,0.0,0.0
0.15371465682983398,0.0,0.0,0.0,0.0
0.1551513671875,-0.6108,0.2,0.0,0.0
0.15658879280090332,-0.6108,0.2,0.0,0.0
0.15804219245910645,-0.6108,0.2,0.0,0.0
0.15948224067687988,-0.6108,0.2,0.0,0.0
0.16092348098754883,-0.6108,0.2,0.0,0.0
0.16236400604248047,-0.6108,0.2,0.0,0.0
0.16380810737609863,-0.6108,0.2,0.0,0.0
0.16525578498840332,-0.6108,0.2,0.0,0.0
0.1667022705078125,-0.6108,0.2,0.0,0.0
0.17466998100280762,-0.6108,0.2,0.0,0.0
0.1906881332397461,-0.6108,0.2,0.0,0.0
0.20653915405273438,-0.6108,0.2,0.0,0.0
0.22249770164489746,-0.6108,0.2,0.0,0.0
0.2384626865386963,-0.6108,0.2,-0.0038,0.0
0.2543654441833496,-0.6108,0.2,-0.0038,0.0
0.27030301094055176,-0.6108,0.2,-0.0038,0.0038
0.2863178253173828,-0.6108,0.2,-0.0038,0.0038
0.30220508575439453,-0.6108,0.2,-0.0038,0.0121
0.3182718753814697,-0.6108,0.2,-0.0121,0.0378
0.3341038227081299,-0.6108,0.2,-0.0121,0.0378
0.35004329681396484,-0.6108,0.2,-0.025,0.0596
0.3659961223602295,-0.6108,0.2,-0.025,0.0596
0.38193774223327637,-0.6108,0.2,-0.0467,0.0891
0.39792418479919434,-0.6108,0.2,-0.0467,0.0891
0.41381382942199707,-0.6108,0.2,-0.0807,0.1237
0.42981982231140137,-0.6108,0.2,-0.0807,0.1237
0.44570064544677734,-0.6108,0.2,-0.1192,0.1576
0.46163058280944824,-0.6108,0.2,-0.1192,0.1576
0.4776115417480469,-0.6108,0.2,-0.1576,0.1788
0.49358320236206055,-0.6108,0.2,-0.1576,0.1788
0.5095114707946777,-0.6108,0.2,-0.2006,0.2044
0.5254218578338623,-0.6108,0.2,-0.2006,0.2044
0.5413665771484375,-0.6108,0.2,-0.2391,0.2262
0.5574636459350586,-0.6108,0.2,-0.273,0.2429
0.5734660625457764,-0.6108,0.2,-0.273,0.2429
0.5893809795379639,-0.6108,0.2,-0.3115,0.2557
0.6053714752197266,-0.6108,0.2,-0.3115,0.2557
0.6244475841522217,-0.6108,0.2,-0.3371,0.273
0.6372716426849365,-0.6108,0.2,-0.3371,0.273
0.653008222579956,-0.6108,0.2,-0.3628,0.2903
0.6689801216125488,-0.6108,0.2,-0.3628,0.2903
0.6849021911621094,-0.6108,0.2,-0.3801,0.3032
0.7008731365203857,-0.6108,0.2,-0.3801,0.3032
0.7168557643890381,-0.6108,0.2,-0.3967,0.316
0.7327573299407959,-0.6108,0.2,-0.3967,0.316
0.748650312423706,-0.6108,0.2,-0.4096,0.3326
0.7645866870880127,-0.6108,0.2,-0.4096,0.3326
0.7805538177490234,-0.6108,0.2,-0.4314,0.3416
0.7966282367706299,-0.6108,0.2,-0.4442,0.3544
0.8124179840087891,-0.6108,0.2,-0.4442,0.3544
0.8284633159637451,-0.6108,0.2,-0.4608,0.3673
0.8443315029144287,-0.6108,0.2,-0.4608,0.3673
0.8619358539581299,-0.6108,0.2,-0.4826,0.3801
0.8783340454101562,-0.6108,0.2,-0.4826,0.3801
0.8938844203948975,-0.6108,0.2,-0.4993,0.3839
0.9104492664337158,-0.6108,0.2,-0.4993,0.3839
0.9256839752197266,-0.6108,0.2,-0.5166,0.3929
0.9417660236358643,-0.6108,0.2,-0.5166,0.3929
0.9578847885131836,-0.6108,0.2,-0.5378,0.4057
0.9731161594390869,-0.6108,0.2,-0.5378,0.4057
0.9890778064727783,-0.6108,0.2,-0.5551,0.4141
1.0050249099731445,-0.6108,0.2,-0.5551,0.4141
1.0209405422210693,-0.6108,0.2,-0.5679,0.4185
1.0369832515716553,-0.6108,0.2,-0.5852,0.4314
1.0530188083648682,-0.6108,0.2,-0.5852,0.4314
1.0688047409057617,-0.6108,0.2,-0.6019,0.4442
1.0847148895263672,-0.6108,0.2,-0.6019,0.4442
1.1006183624267578,-0.6108,0.2,-0.6147,0.448
1.1165955066680908,-0.6108,0.2,-0.6147,0.448
1.1325123310089111,-0.6108,0.2,-0.6237,0.4608
1.1484720706939697,-0.6108,0.2,-0.6237,0.4608
1.1645903587341309,-0.6108,0.2,-0.6365,0.4737
1.1804065704345703,-0.6108,0.2,-0.6365,0.4737
1.196277379989624,-0.6108,0.2,-0.6493,0.4865
1.212174415588379,-0.6108,0.2,-0.6493,0.4865
1.2282443046569824,-0.6108,0.2,-0.6532,0.4955
1.2440824508666992,-0.6108,0.2,-0.6532,0.4955
1.2600154876708984,-0.6108,0.2,-0.666,0.5083
1.2762908935546875,-0.6108,0.2,-0.6833,0.5166
1.2919676303863525,-0.6108,0.2,-0.6833,0.5166
1.3079063892364502,-0.6108,0.2,-0.6916,0.5294
1.3237903118133545,-0.6108,0.2,-0.6916,0.5294
1.339756965637207,-0.6108,0.2,-0.7006,0.5339
1.3557636737823486,-0.6108,0.2,-0.7006,0.5339
1.3716180324554443,-0.6108,0.2,-0.7089,0.5423
1.3878321647644043,-0.6108,0.2,-0.7089,0.5423
1.4035162925720215,-0.6108,0.2,-0.7173,0.5461
1.4194519519805908,-0.6108,0.2,-0.7173,0.5461
1.435361385345459,-0.6108,0.2,-0.7262,0.5506
1.4513778686523438,-0.6108,0.2,-0.7262,0.5506
1.4673669338226318,-0.6108,0.2,-0.7346,0.5551
1.4832303524017334,-0.6108,0.2,-0.7346,0.5551
1.4994378089904785,-0.6108,0.2,-0.7384,0.5589
1.515287160873413,-0.6108,0.2,-0.7557,0.5589
1.531057596206665,-0.6108,0.2,-0.7557,0.5589
1.5469574928283691,-0.6108,0.2,-0.7557,0.5634
1.562964916229248,-0.6108,0.2,-0.7557,0.5634
1.578965187072754,-0.6108,0.2,-0.7557,0.5634
1.5948305130004883,-0.6108,0.2,-0.7557,0.5634
1.6108441352844238,-0.6108,0.2,-0.7602,0.5634
1.6267099380493164,-0.6108,0.2,-0.7602,0.5634
1.6430296897888184,-0.6108,0.2,-0.7647,0.5634
1.659147024154663,-0.6108,0.2,-0.7647,0.5634
1.6749811172485352,-0.6108,0.2,-0.7647,0.5679
1.6905395984649658,-0.6108,0.2,-0.7647,0.5679
1.706465482711792,-0.6108,0.2,-0.7775,0.5679
1.7225267887115479,-0.6108,0.2,-0.7775,0.5679
1.738391399383545,-0.6108,0.2,-0.7903,0.5724
1.7543933391571045,-0.6108,0.2,-0.7942,0.5724
1.7701807022094727,-0.6108,0.2,-0.7942,0.5724
1.7861499786376953,-0.6108,0.2,-0.807,0.5769
1.8020789623260498,-0.6108,0.2,-0.807,0.5769
1.818073034286499,-0.6108,0.2,-0.8198,0.5807
1.8340482711791992,-0.6108,0.2,-0.8198,0.5807
1.849919319152832,-0.6108,0.2,-0.8243,0.5807
1.8658382892608643,-0.6108,0.2,-0.8243,0.5807
1.8817596435546875,-0.6108,0.2,-0.8326,0.5891
1.8977890014648438,-0.6108,0.2,-0.8326,0.5891
1.9136271476745605,-0.6108,0.2,-0.8455,0.5935
1.9296045303344727,-0.6108,0.2,-0.8455,0.5935
1.945594072341919,-0.6108,0.2,-0.8544,0.598
1.9615304470062256,-0.6108,0.2,-0.8544,0.598
1.9775080680847168,-0.6108,0.2,-0.8628,0.6019
1.993452548980713,-0.6108,0.2,-0.8711,0.6102
2.009495735168457,-0.6108,0.2,-0.8711,0.6102
2.0252254009246826,-0.6108,0.2,-0.8801,0.6102
2.0411646366119385,-0.6108,0.2,-0.8801,0.6102
2.057435989379883,-0.6108,0.2,-0.8839,0.6192
2.0730950832366943,-0.6108,0.2,-0.8839,0.6192
2.0891053676605225,-0.6108,0.2,-0.8884,0.623
2.1049768924713135,-0.6108,0.2,-0.8884,0.623
2.120934247970581,-0.6108,0.2,-0.8884,0.623
2.1368391513824463,-0.6108,0.2,-0.8884,0.623
2.15279483795166,-0.6108,0.2,-0.8884,0.6275
2.168924331665039,-0.6108,0.2,-0.8884,0.6275
2.1847927570343018,-0.6108,0.2,-0.8929,0.632
2.200612783432007,-0.6108,0.2,-0.8929,0.632
2.216583013534546,-0.6108,0.2,-0.8967,0.632
2.232625961303711,-0.6108,0.2,-0.8967,0.6365
2.2484707832336426,-0.6108,0.2,-0.8967,0.6365
2.26434588432312,-0.6108,0.2,-0.9012,0.641
2.28045654296875,-0.6108,0.2,-0.9012,0.641
2.2962958812713623,-0.6108,0.2,-0.9141,0.641
2.3121533393859863,-0.6108,0.2,-0.9141,0.641
2.3281242847442627,-0.6108,0.2,-0.9141,0.641
2.344057321548462,-0.6108,0.2,-0.9141,0.641
2.3599510192871094,-0.6108,0.2,-0.9185,0.6448
2.3759024143218994,-0.6108,0.2,-0.9185,0.6448
2.391986131668091,-0.6108,0.2,-0.9269,0.6448
2.4078409671783447,-0.6108,0.2,-0.9269,0.6448
2.423706531524658,-0.6108,0.2,-0.9269,0.6448
2.4397449493408203,-0.6108,0.2,-0.9269,0.6448
2.455622911453247,-0.6108,0.2,-0.9314,0.6448
2.471644163131714,-0.6108,0.2,-0.9442,0.6448
2.4875102043151855,-0.6108,0.2,-0.9442,0.6448
2.503558397293091,-0.6108,0.2,-0.9525,0.641
2.519439697265625,-0.6108,0.2,-0.9525,0.641
2.5352659225463867,-0.6108,0.2,-0.9608,0.641
2.5511934757232666,-0.6108,0.2,-0.9608,0.641
2.567206382751465,-0.6108,0.2,-0.9737,0.641
2.583069324493408,-0.6108,0.2,-0.9737,0.641
2.5990426540374756,-0.6108,0.2,-0.9782,0.641
2.6150217056274414,-0.6108,0.2,-0.9782,0.641
2.630957841873169,-0.6108,0.2,-0.9826,0.6448
2.6468303203582764,-0.6108,0.2,-0.9826,0.6448
2.662785291671753,-0.6108,0.2,-0.991,0.6493
2.6787807941436768,-0.6108,0.2,-0.991,0.6493
2.6946873664855957,-0.6108,0.2,-0.9948,0.6532
2.710698127746582,-0.6108,0.2,-0.9993,0.6621
2.7265841960906982,-0.6108,0.2,-0.9993,0.6621
2.742492437362671,-0.6108,0.2,-1.0076,0.666
2.758458375930786,-0.6108,0.2,-1.0076,0.666
2.7743303775787354,-0.6108,0.2,-1.0166,0.675
2.79028582572937,-0.6108,0.2,-1.0166,0.675
2.806217670440674,-0.6108,0.2,-1.025,0.6788
2.8221683502197266,-0.6108,0.2,-1.025,0.6788
2.838252544403076,-0.6108,0.2,-1.0339,0.6833
2.854128360748291,-0.6108,0.2,-1.0339,0.6833
2.870009422302246,-0.6108,0.2,-1.0467,0.6833
2.885965347290039,-0.6108,0.2,-1.0467,0.6833
2.9019362926483154,-0.6108,0.2,-1.0551,0.6916
2.9178500175476074,-0.6108,0.2,-1.0551,0.6916
2.933767318725586,-0.6108,0.2,-1.0589,0.6871
2.949920177459717,-0.6108,0.2,-1.0679,0.6871
2.9656765460968018,-0.6108,0.2,-1.0679,0.6871
2.981590747833252,-0.6108,0.2,-1.0807,0.6833
2.997568130493164,-0.6108,0.2,-1.0807,0.6833
3.0135185718536377,-0.6108,0.2,-1.0852,0.6788
3.029477596282959,-0.6108,0.2,-1.0852,0.6788
3.0453646183013916,-0.6108,0.2,-1.0935,0.666
3.0614283084869385,-0.6108,0.2,-1.0935,0.666
3.0773165225982666,-0.6108,0.2,-1.098,0.6576
3.093201160430908,-0.6108,0.2,-1.098,0.6576
3.109147071838379,-0.6108,0.2,-1.098,0.6493
3.125112771987915,-0.6108,0.2,-1.098,0.6493
3.141026496887207,-0.6108,0.2,-1.0935,0.6448
3.1569571495056152,-0.6108,0.2,-1.0935,0.6448
3.173018217086792,-0.6108,0.2,-1.0891,0.6365
3.1891071796417236,-0.6108,0.2,-1.0807,0.6365
3.2047922611236572,-0.6108,0.2,-1.0807,0.6365
3.2207143306732178,-0.6108,0.2,-1.0762,0.6365
3.2367169857025146,-0.6108,0.2,-1.0762,0.6365
3.2526144981384277,-0.6108,0.2,-1.0762,0.6403
3.2685654163360596,-0.6108,0.2,-1.0762,0.6403
3.284606456756592,-0.6108,0.2,-1.0762,0.6448
3.3005027770996094,-0.6108,0.2,-1.0762,0.6448
3.3163905143737793,-0.6108,0.2,-1.0762,0.6576
3.332353353500366,-0.6108,0.2,-1.0762,0.6576
3.34833025932312,-0.6108,0.2,-1.0807,0.666
3.364210605621338,-0.6108,0.2,-1.0807,0.666
3.380157947540283,-0.6108,0.2,-1.0852,0.6788
3.396190643310547,-0.6108,0.2,-1.0852,0.6788
3.4120662212371826,-0.6108,0.2,-1.0891,0.6878
3.4281539916992188,-0.6108,0.2,-1.0935,0.7006
3.443939685821533,-0.6108,0.2,-1.0935,0.7006
3.4598989486694336,-0.6108,0.2,-1.1064,0.7044
3.475831985473633,-0.6108,0.2,-1.1064,0.7044
3.4917893409729004,-0.6108,0.2,-1.1192,0.7089
3.507829427719116,-0.6108,0.2,-1.1192,0.7089
3.5236806869506836,-0.6108,0.2,-1.132,0.7089
3.5396370887756348,-0.6108,0.2,-1.132,0.7089
3.5555331707000732,-0.6108,0.2,-1.1493,0.7006
3.571476936340332,-0.6108,0.2,-1.1493,0.7006
3.5874593257904053,-0.6108,0.2,-1.1705,0.6878
3.603367328643799,-0.6108,0.2,-1.1705,0.6878
3.619307279586792,-0.6108,0.2,-1.1878,0.675
3.6352462768554688,-0.6108,0.2,-1.1878,0.675
3.6511833667755127,-0.6108,0.2,-1.1961,0.6621
3.6673243045806885,-0.6108,0.2,-1.2006,0.6448
3.6830732822418213,-0.6108,0.2,-1.2006,0.6448
3.6990482807159424,-0.6108,0.2,-1.2006,0.6365
3.714940071105957,-0.6108,0.2,-1.2006,0.6365
3.7308783531188965,-0.6108,0.2,-1.1916,0.6237
3.7468249797821045,-0.6108,0.2,-1.1916,0.6237
3.7627675533294678,-0.6108,0.2,-1.1833,0.6192
3.778748035430908,-0.6108,0.2,-1.1833,0.6192
3.794658660888672,-0.6108,0.2,-1.175,0.6102
3.810964584350586,-0.6108,0.2,-1.175,0.6102
3.826986074447632,-0.6108,0.2,-1.1788,0.6102
3.8428635597229004,-0.6108,0.2,-1.1788,0.6102
3.8588953018188477,-0.6108,0.2,-1.1788,0.6064
3.874751567840576,-0.6108,0.2,-1.1788,0.6064
3.890704393386841,-0.6108,0.2,-1.1878,0.6147
3.9067959785461426,-0.6108,0.2,-1.1916,0.6237
3.922220468521118,-0.6108,0.2,-1.1916,0.6237
3.9382076263427734,-0.6108,0.2,-1.2,0.6365
3.9541122913360596,-0.6108,0.2,-1.2,0.6365
3.9700512886047363,-0.6108,0.2,-1.2044,0.6493
3.985990047454834,-0.6108,0.2,-1.2044,0.6493
4.001933574676514,-0.6108,0.2,-1.2044,0.6705
4.017972707748413,-0.6108,0.2,-1.2044,0.6705
4.033806562423706,-0.6108,0.2,-1.2044,0.6833
4.049734354019165,-0.6108,0.2,-1.2044,0.6833
4.065678119659424,-0.6108,0.2,-1.2089,0.6961
4.081737518310547,-0.6108,0.2,-1.2089,0.6961
4.097680330276489,-0.6108,0.2,-1.2134,0.7134
4.113519906997681,-0.6108,0.2,-1.2134,0.7134
4.1295435428619385,-0.6108,0.2,-1.2089,0.7262
4.1455183029174805,-0.6108,0.2,-1.2089,0.7346
4.16133713722229,-0.6108,0.2,-1.2089,0.7346
4.177307844161987,-0.6108,0.2,-1.2044,0.7429
4.193296432495117,-0.6108,0.2,-1.2044,0.7429
4.209179639816284,-0.6108,0.2,-1.2,0.7474
4.225466728210449,-0.6108,0.2,-1.2,0.7474
4.241545677185059,-0.6108,0.2,-1.1961,0.7384
4.257411241531372,-0.6108,0.2,-1.1961,0.7384
4.273294448852539,-0.6108,0.2,-1.1961,0.7301
4.289278507232666,-0.6108,0.2,-1.1961,0.7301
4.30520486831665,-0.6108,0.2,-1.2,0.7134
4.3211236000061035,-0.6108,0.2,-1.2,0.7134
4.33666467666626,-0.6108,0.2,-1.2044,0.6916
4.352752923965454,-0.6108,0.2,-1.2044,0.6916
4.3685972690582275,-0.6108,0.2,-1.2134,0.666
4.384586572647095,-0.6108,0.2,-1.2173,0.6448
4.400418043136597,-0.6108,0.2,-1.2173,0.6448
4.4163618087768555,-0.6108,0.2,-1.2217,0.6147
4.432618618011475,-0.6108,0.2,-1.2217,0.6147
4.448748826980591,-0.6108,0.2,-1.2262,0.5852
4.4647603034973145,-0.6108,0.2,-1.2262,0.5852
4.4805333614349365,-0.6108,0.2,-1.2262,0.5634
4.496496677398682,-0.6108,0.2,-1.2262,0.5634
4.512430667877197,-0.6108,0.2,-1.2262,0.5467
4.528428554534912,-0.6108,0.2,-1.2262,0.5467
4.544259786605835,-0.6108,0.2,-1.2301,0.5339
4.5598742961883545,-0.6108,0.2,-1.2301,0.5339
4.575923204421997,-0.6108,0.2,-1.2301,0.5294
4.591786623001099,-0.6108,0.2,-1.2301,0.5294
4.6077516078948975,-0.6108,0.2,-1.2262,0.5378
4.623775959014893,-0.6108,0.2,-1.2217,0.5506
4.639651775360107,-0.6108,0.2,-1.2217,0.5506
4.655547618865967,-0.6108,0.2,-1.2173,0.5762
4.671485424041748,-0.6108,0.2,-1.2173,0.5762
4.687561750411987,-0.6108,0.2,-1.2089,0.6108
4.703376054763794,-0.6108,0.2,-1.2089,0.6108
4.719346046447754,-0.6108,0.2,-1.2044,0.6493
4.735271692276001,-0.6108,0.2,-1.2044,0.6493
4.751579761505127,-0.6108,0.2,-1.2,0.6916
4.767576694488525,-0.6108,0.2,-1.2,0.6916
4.783500909805298,-0.6108,0.2,-1.2044,0.7301
4.799577713012695,-0.6108,0.2,-1.2044,0.7301
4.8154096603393555,-0.6108,0.2,-1.2044,0.7602
4.831322193145752,-0.6108,0.2,-1.2044,0.7602
4.847307443618774,-0.6108,0.2,-1.2134,0.7858
4.862975358963013,-0.6108,0.2,-1.2262,0.807
4.878807306289673,-0.6108,0.2,-1.2262,0.807
4.894735813140869,-0.6108,0.2,-1.2391,0.8198
4.910811424255371,-0.6108,0.2,-1.2391,0.8198
4.926617383956909,-0.6108,0.2,-1.2519,0.8288
4.9425506591796875,-0.6108,0.2,-1.2519,0.8288
4.958842992782593,-0.6108,0.2,-1.2602,0.8243
4.97484827041626,-0.6108,0.2,-1.2602,0.8243
4.990832090377808,-0.6108,0.2,-1.2641,0.807
5.006756544113159,-0.6108,0.2,-1.2641,0.807
5.022798538208008,-0.6108,0.2,-1.2602,0.7814
5.038687705993652,-0.6108,0.2,-1.2602,0.7814
5.054646730422974,-0.6108,0.2,-1.2557,0.7519
5.070449352264404,-0.6108,0.2,-1.2557,0.7519
5.086105108261108,-0.6108,0.2,-1.2474,0.7134
5.1021881103515625,-0.6108,0.2,-1.2391,0.6705
5.1180419921875,-0.6108,0.2,-1.2391,0.6705
5.134031295776367,-0.6108,0.2,-1.2262,0.632
5.14990758895874,-0.6108,0.2,-1.2262,0.632
5.165821552276611,-0.6108,0.2,-1.2217,0.5935
5.181800603866577,-0.6108,0.2,-1.2217,0.5935
5.197862386703491,-0.6108,0.2,-1.2134,0.5551
5.213673830032349,-0.6108,0.2,-1.2134,0.5551
5.229649782180786,-0.6108,0.2,-1.2044,0.5211
5.245650768280029,-0.6108,0.2,-1.2044,0.5211
5.261531114578247,-0.6108,0.2,-1.1961,0.5038
